age,income_level,fico_score,delinquency_status,charge_off_status,number_of_credit_applications,debt_to_income_ratio,payment_methods_high_risk,max_balance,avg_balance_last_12months,number_of_delinquent_accounts,number_of_defaulted_accounts,new_accounts_opened_last_12months,multiple_applications_short_time_period,unusual_submission_pattern,applications_submitted_during_odd_hours,watchlist_blacklist_flag,public_records_flag,location_encoded,occupation_encoded,days_since_recent_trade,time_between_account_open_and_trade,credit_history_length
64,7921,573.0,0,1,1,1.1196843403871857,0,24122.710099215084,18784.12620074928,573.0,0,1,0,0,0,0,0,0.2548476454293629,0.2669649515287099,338,476,642
68,8785,712.0,0,1,1,1.1326052205559662,0,84846.30203355831,52999.12945,712.0,0,0,0,0,0,0,0,0.26436781609195403,0.25905511811023624,142,1594,2532
61,14661,376.0,98,1,2,1.4375523540780788,1,22491.14054200752,5547.5791479372665,376.0,1,3,1,0,0,1,0,0.26406926406926406,0.27217125382262997,172,1203,1558
72,28527,731.0,0,0,1,1.745769234028765,0,101205.6519054522,60504.396831693455,731.0,0,0,0,0,0,0,0,0.2851123595505618,0.25620655412115195,324,-206,-127
69,52122,553.0,0,0,1,0.9726365490113336,0,70141.96078619995,43887.47687992021,553.0,0,2,0,0,0,0,0,0.26436781609195403,0.25620655412115195,327,-7,1865
74,68273,754.0,0,0,1,1.2466340064417138,0,31148.127230636885,23608.515797558044,754.0,0,0,1,0,0,0,0,0.28593272171253825,0.2217573221757322,371,1274,2070
20,46085,578.0,0,0,1,1.2704238557090377,0,29164.61472348881,16461.966067157693,578.0,1,2,0,0,1,0,0,0.24653739612188366,0.2669649515287099,239,289,3321
54,16354,527.0,112,0,1,2.7393649561643527,1,16086.87600383635,4810.330672213434,527.0,1,2,1,1,0,0,0,0.24617524339360222,0.26944757609921083,228,139,2616
68,6094,646.0,0,1,1,0.91821929,0,96098.23984,78184.35480104161,646.0,0,0,0,1,0,0,0,0.2548476454293629,0.2669649515287099,69,1034,1618
24,59938,433.0,106,0,3,1.950109842369692,1,49390.69068322666,9033.649084428434,433.0,2,3,0,1,1,1,0,0.2649930264993027,0.25620655412115195,206,1119,3421
38,29388,777.0,0,0,1,1.6296725359482804,0,16902.094015856444,15358.121234031412,777.0,0,0,0,0,1,0,0,0.2548476454293629,0.28083989501312334,146,1376,3538
26,20900,504.0,93,1,2,1.691201909831704,0,32427.952974116622,8679.096398754597,504.0,1,2,1,1,0,0,1,0.24617524339360222,0.26944757609921083,115,1513,3238
56,6711,413.0,0,0,1,1.5986349514108795,0,72140.53668515809,45306.30948872162,413.0,2,3,0,1,1,0,0,0.26436781609195403,0.2669649515287099,224,1534,2704
35,39262,537.0,0,0,1,1.2605749158000032,1,59820.196221278384,37832.95009836774,537.0,0,3,0,0,0,0,1,0.2851123595505618,0.25620655412115195,183,669,3310
21,7602,639.0,0,0,1,1.5066082783101225,0,59032.83052,47873.721554262906,639.0,0,0,1,0,1,0,0,0.2411674347158218,0.2669649515287099,325,-46,3301
42,57464,797.0,0,0,1,0.9697726383145072,0,36522.12816841539,25960.98537,797.0,0,0,0,0,0,0,0,0.2851123595505618,0.2217573221757322,113,810,1412
31,5598,702.5354130659232,0,0,2,1.167099164042712,0,51758.12482330418,41650.36783411998,702.5354130659232,0,0,0,0,0,0,0,0.2411674347158218,0.25905511811023624,286,-35,449
67,2576,356.0,92,1,2,2.6579646734214366,1,21857.297690961143,11597.30789749489,356.0,1,4,0,1,1,0,0,0.2548476454293629,0.25905511811023624,189,366,293
26,17227,803.0,0,0,1,1.579971436864266,0,38867.923675787424,22379.05275914539,803.0,0,0,0,0,0,0,0,0.28593272171253825,0.23138297872340424,64,194,2438
43,51687,800.0,0,0,1,1.1428819467907778,0,24729.58350213462,16204.2022989692,800.0,0,0,0,0,1,0,0,0.2411674347158218,0.2617283950617284,234,906,2033
70,21798,450.0,104,1,2,1.343577744133686,0,37741.63016,17874.953626254355,450.0,1,3,1,0,1,0,1,0.26436781609195403,0.26944757609921083,336,-24,2688
19,71012,547.0,0,0,1,1.6523669426308871,1,32193.23442195137,21121.95402196507,547.0,1,1,1,1,1,0,1,0.2649930264993027,0.24472573839662448,324,166,2485
37,8233,746.0,0,0,1,1.6326843133663649,0,89133.90908014713,76087.12567082145,746.0,0,3,0,0,0,0,1,0.2411674347158218,0.2669649515287099,311,843,1014
45,5182,680.0,0,0,2,1.0627579796872484,1,20273.30176069302,12861.947898409868,680.0,0,0,0,0,1,0,0,0.2548476454293629,0.25905511811023624,264,850,998
64,2390,710.0,0,0,1,0.7909400750491031,0,46607.41462909099,33638.20819360806,710.0,0,0,0,0,0,0,0,0.2649930264993027,0.2669649515287099,154,1398,1101
24,5193,644.0,0,0,1,0.8808931277586489,0,28945.46406593877,20585.13399317539,644.0,0,0,0,0,1,0,0,0.26436781609195403,0.25905511811023624,97,847,34
61,29800,561.0,0,0,1,0.9680857298835064,0,57191.45455567469,43382.20141,561.0,1,2,0,0,0,1,0,0.24653739612188366,0.26944757609921083,139,-83,155
25,47480,686.0,2,0,1,1.612494821164602,0,46310.24688596839,35621.91596993349,686.0,0,0,0,1,0,0,0,0.26406926406926406,0.25620655412115195,90,1663,1442
64,14664,404.0,94,0,6,1.654957492042009,1,9054.818548570123,2250.896990318912,404.0,2,3,0,0,1,0,0,0.25770308123249297,0.27217125382262997,307,167,2629
52,46058,463.0,0,0,1,1.8699039069388728,1,54543.64821100288,49795.90928987508,463.0,1,4,1,1,0,0,0,0.26406926406926406,0.25620655412115195,132,1170,2304
31,7562,625.0,0,0,1,0.7971784731350394,1,85478.53112387024,57789.05349208121,625.0,0,0,0,0,0,0,0,0.26406926406926406,0.2669649515287099,79,664,720
34,62149,656.0,0,1,1,2.045855183409659,0,59473.70846802995,50679.73544,656.0,0,0,0,0,0,0,0,0.2411674347158218,0.2217573221757322,137,460,2758
53,42860,573.0,104,1,3,0.8875754493407114,1,30881.11761965621,6621.466708,573.0,2,2,0,1,1,0,0,0.2851123595505618,0.25620655412115195,393,826,713
67,2847,684.0,0,1,1,2.1516877920215864,1,109849.76107595308,75397.37965556902,684.0,0,0,0,0,0,0,0,0.2548476454293629,0.27217125382262997,264,1425,219
57,58602,702.0,0,0,1,1.1374105235249845,1,44874.61061354336,30543.641678645334,702.0,0,0,0,1,0,0,0,0.2851123595505618,0.2660098522167488,77,750,772
21,6505,548.0,0,0,1,0.9332937240341188,0,11538.21983403747,10090.471012180307,548.0,1,1,0,0,0,0,0,0.24617524339360222,0.25905511811023624,356,1323,183
19,7781,508.0,0,0,2,1.7250313733530305,0,23223.594924172397,17100.747465234355,508.0,0,1,0,1,0,0,0,0.24617524339360222,0.25905511811023624,374,1043,3114
23,13645,576.0,0,0,1,1.284141948803759,0,90956.74136775149,74494.27503,576.0,0,2,0,1,1,0,1,0.2411674347158218,0.27217125382262997,55,1609,3210
71,5467,509.0,0,0,1,0.8226507285460146,0,22862.14808817389,16287.250886833208,509.0,1,4,0,0,1,0,1,0.25770308123249297,0.2660098522167488,38,213,534
59,2643,560.0,4,0,1,1.0853789466674395,0,87628.94728928193,49546.35980238741,560.0,0,2,0,0,0,0,0,0.24653739612188366,0.2669649515287099,147,1277,87
21,8643,597.0,0,0,1,0.8244893843590492,0,66483.1484,58029.23607202825,597.0,0,1,0,0,0,0,0,0.2649930264993027,0.24472573839662448,144,399,360
71,16913,737.0,0,1,1,1.0745375986997747,0,91218.26243295784,74040.85685398451,737.0,0,0,0,0,0,0,0,0.26436781609195403,0.23138297872340424,344,-178,608
46,9841,357.0,104,1,4,0.6824268571501495,0,5922.185913962478,2911.514097729857,357.0,1,4,1,1,1,1,1,0.26406926406926406,0.2617283950617284,347,-296,2354
35,4765,415.8974486342634,91,1,8,1.6298610324983234,1,37565.33744030517,15732.07373518754,415.8974486342634,2,4,1,1,1,0,1,0.26436781609195403,0.2669649515287099,228,1251,1046
43,55000,769.0,0,0,1,1.3073917522577674,0,96068.92414,74974.51140679726,769.0,0,0,0,0,0,0,0,0.26406926406926406,0.26944757609921083,380,-195,2749
61,42369,373.0,0,0,1,1.294025328150029,0,55234.41141838646,38645.62842350239,373.0,2,3,0,0,1,0,0,0.28593272171253825,0.26944757609921083,51,321,3630
51,48575,420.0,0,0,1,1.1913964392950047,0,77769.37678,43475.20307,420.0,2,4,0,0,1,0,0,0.2411674347158218,0.25905511811023624,90,325,2466
27,7318,666.0,0,0,1,1.355431084980438,0,45030.160230687856,37956.26240263606,666.0,0,0,0,0,0,0,0,0.28593272171253825,0.2669649515287099,399,353,995
53,5604,677.0,0,0,1,1.1735213924481818,0,30660.441078501048,22129.806986614367,677.0,0,0,1,0,0,1,0,0.26436781609195403,0.25905511811023624,234,525,2326
31,96723,829.0,0,0,1,2.1449863955324897,0,96868.35766330126,79261.43282420219,829.0,0,0,0,0,0,0,1,0.2649930264993027,0.27217125382262997,352,-77,741
48,6290,524.0,0,0,1,0.7688174952017388,0,72590.20560684151,51335.95601203801,524.0,1,4,0,0,0,0,1,0.26436781609195403,0.25905511811023624,332,-1,103
65,7846,773.0,0,0,1,1.0380534951675802,0,47580.91898810906,41119.26277209938,773.0,0,0,0,0,0,0,0,0.2548476454293629,0.2669649515287099,118,1415,2240
32,3362,782.0,0,0,1,1.1730729512871672,0,65602.06963336632,42224.86605833282,782.0,0,0,0,0,0,0,0,0.2411674347158218,0.25905511811023624,228,1057,1250
25,5539,577.0,32,1,3,2.4319006890759387,1,60916.99672688519,43485.70579863122,577.0,1,4,0,1,0,0,1,0.2851123595505618,0.2669649515287099,342,448,91
31,13399,833.0,0,0,1,0.9825870456976142,0,62543.72326377163,41325.11089467607,833.0,0,0,0,0,0,1,0,0.26406926406926406,0.27217125382262997,141,242,1111
40,84030,632.0,0,0,1,1.428990008299282,0,40043.415384026455,33638.20819360806,632.0,0,0,0,0,0,0,0,0.2411674347158218,0.2660098522167488,88,1735,1459
74,3902,649.0,0,0,1,1.3561553923045069,0,81110.77219453652,33638.20819360806,649.0,0,0,0,0,1,0,0,0.24653739612188366,0.25905511811023624,60,762,1747
57,40666,799.0,0,0,1,1.5120803639441331,0,67044.80406140511,52239.65307325086,799.0,0,0,0,0,0,0,0,0.28593272171253825,0.25620655412115195,104,137,3348
38,9748,639.0,0,0,1,1.690075012828021,1,22542.174892890656,19027.098491763936,639.0,0,0,0,0,1,0,0,0.2411674347158218,0.25905511811023624,318,-55,1852
33,5501,574.0,0,0,1,1.4286094277539696,0,44432.595716739605,29644.730967414667,574.0,1,2,0,0,0,1,0,0.25770308123249297,0.25905511811023624,169,1048,915
62,18437,554.0,52,0,1,1.0816214132500288,0,26670.744662484416,16468.59908,554.0,1,2,0,1,1,0,0,0.26436781609195403,0.23138297872340424,219,1148,738
35,66492,803.0,0,0,1,0.7074766022077987,0,44519.89487309847,33638.20819360806,803.0,0,0,0,0,0,0,0,0.25770308123249297,0.28083989501312334,313,1023,2993
64,16945,446.0,90,1,7,1.358279584833619,0,37247.920038256685,19483.16193377947,446.0,2,3,0,1,0,0,1,0.2411674347158218,0.27217125382262997,178,553,1551
70,45465,840.0,0,0,1,1.0036883647264283,0,51589.04992528768,42253.46504,840.0,0,0,0,0,0,0,0,0.24617524339360222,0.2217573221757322,106,1488,1366
41,5769,698.0,8,1,1,1.3117188658591543,0,56593.82724474079,50639.71003521603,698.0,0,0,0,1,0,0,0,0.24617524339360222,0.25905511811023624,137,222,633
43,30029,593.0,10,0,1,1.3821924111741433,1,92220.33083414062,70327.805,593.0,1,2,1,0,0,0,0,0.24653739612188366,0.25620655412115195,209,1527,610
42,54432,763.0,4,0,1,0.6385785912710491,0,49218.33534166581,32667.755974399777,763.0,0,0,0,0,0,0,0,0.2851123595505618,0.25620655412115195,179,313,845
62,8126,545.0,0,0,1,1.3142881653990943,0,65027.59769850198,42284.85612514812,545.0,1,3,0,0,1,0,1,0.24653739612188366,0.25905511811023624,377,1442,2132
58,6578,768.0,0,0,1,0.8070195254510815,0,19543.438890704056,14209.88568471881,768.0,0,0,0,0,0,0,0,0.2851123595505618,0.2669649515287099,190,143,3163
46,9971,493.0,4,0,1,1.3384633376973682,0,80687.90378356152,48442.03366939996,493.0,2,3,0,0,1,0,1,0.2649930264993027,0.25905511811023624,51,939,2521
32,19371,595.0,0,0,1,1.4494010167135418,0,65144.320277543135,46717.2059,595.0,0,1,0,0,0,0,0,0.28593272171253825,0.23138297872340424,68,1514,808
62,6026,659.0,6,0,1,0.8112807743509713,0,56971.81504702364,46838.23837519894,659.0,0,0,0,0,0,0,0,0.2411674347158218,0.2669649515287099,319,708,2500
18,7735,560.0,0,0,1,1.2594002432766478,0,29971.99972938036,26454.218549468587,560.0,0,2,0,0,0,0,0,0.25770308123249297,0.27217125382262997,39,265,1878
42,8300,560.0,91,1,9,1.7457437685053234,1,32436.53932896069,14516.127137379372,560.0,2,2,1,1,1,0,0,0.24617524339360222,0.2669649515287099,163,842,2080
24,2201,588.0,0,0,1,1.7779630151914991,0,67478.71974636528,69761.42655269185,588.0,1,1,0,0,0,0,0,0.24653739612188366,0.2669649515287099,399,-312,2297
26,9951,360.0,94,1,2,0.9037459754361432,1,15407.13423565833,5915.622053996507,360.0,1,3,0,1,0,0,0,0.2548476454293629,0.2669649515287099,56,1011,695
41,25011,568.0,0,1,1,1.3686810382440286,0,81611.16093399617,58485.304689715056,568.0,1,1,0,0,0,0,0,0.28593272171253825,0.24472573839662448,120,1147,831
18,9664,741.0,0,0,1,1.0540411742245763,0,35339.59941746477,26837.60354219521,741.0,0,0,0,0,0,0,0,0.2548476454293629,0.23138297872340424,88,42,3003
61,14046,798.0,0,0,1,1.8640248642727204,1,47968.43095068696,31414.03573318736,798.0,0,0,0,0,0,0,0,0.26436781609195403,0.27217125382262997,337,959,199
25,43346,588.0,0,0,1,1.6166643005114232,0,73473.88421995292,47178.68286891597,588.0,1,1,0,0,0,0,1,0.25770308123249297,0.24472573839662448,236,263,2341
41,8876,698.0,0,0,1,1.2708742719719408,0,21888.497093004986,12528.00799680392,698.0,0,0,0,0,1,0,0,0.2649930264993027,0.2669649515287099,380,1064,690
28,70802,502.0,97,1,2,1.646160042838408,1,5926.716326652408,1669.6805502373063,502.0,2,1,1,1,1,1,0,0.2851123595505618,0.24472573839662448,286,19,2800
68,4560,707.0,7,0,1,1.202371050183362,0,81738.44513321345,59905.63596494359,707.0,0,0,0,0,0,0,0,0.2548476454293629,0.2669649515287099,284,-16,1964
34,14929,637.0,96,1,10,3.2255777955760623,0,6541.280914280503,2036.483444690737,637.0,2,4,1,0,1,0,1,0.26436781609195403,0.27217125382262997,90,198,3044
25,30424,597.0,0,0,1,1.4717980754048667,1,71935.0719,73740.09500567253,597.0,0,1,0,0,0,0,0,0.2649930264993027,0.28083989501312334,382,-247,1074
52,22855,404.0,103,1,6,1.914160459835099,1,22772.04675499086,7872.970416623596,404.0,2,4,1,1,0,0,1,0.2851123595505618,0.25620655412115195,59,180,384
52,30007,811.0,0,0,1,0.7449165076188738,0,64468.394351783565,42648.30052036135,811.0,0,0,0,1,1,0,0,0.24653739612188366,0.25620655412115195,141,782,473
50,6357,632.0,0,0,1,2.262618284365186,0,28819.123434118384,24490.76333297763,632.0,0,0,0,0,0,0,0,0.24617524339360222,0.2669649515287099,394,-328,-333
22,4109,410.0,61,0,2,1.5589961389143878,1,11588.976940256594,6375.503492300014,410.0,1,4,1,1,1,0,0,0.26436781609195403,0.25905511811023624,394,1365,2153
59,22447,662.0,0,0,1,1.5333288370605596,0,19232.69087427042,11856.233285854663,662.0,0,0,0,1,0,0,0,0.24617524339360222,0.25620655412115195,243,1468,1876
56,14015,439.0,99,0,3,2.3694240694261293,1,11211.220190405296,4676.532401129508,439.0,2,3,1,1,1,0,1,0.28593272171253825,0.27217125382262997,362,173,1711
58,28502,598.0,0,0,1,9.975929681439876,0,43172.282603177744,39924.48825449513,598.0,1,2,0,0,0,0,0,0.2548476454293629,0.26944757609921083,236,1424,2349
45,20596,452.0,61,1,1,1.3816369032741769,0,25848.69009501975,16447.19472804747,452.0,2,3,0,1,1,0,0,0.24617524339360222,0.2617283950617284,243,1206,-98
24,9972,920.0,98,1,6,1.4721181466014333,1,48457.39722111569,20263.84888048746,920.0,2,3,1,1,1,0,0,0.26436781609195403,0.24472573839662448,307,701,1210
26,30227,758.0,0,0,1,1.2435507130287504,0,62422.943862193104,43694.23644626618,758.0,0,0,0,0,0,0,0,0.24653739612188366,0.26944757609921083,328,1479,498
25,23823,694.0,0,0,1,1.5579762527623806,0,90762.25998556796,65035.59364378708,694.0,0,0,0,0,1,0,0,0.2548476454293629,0.2617283950617284,171,979,915
29,32655,717.0,0,0,1,1.0585496186472885,0,58952.031414037854,45600.28378143461,717.0,0,0,0,0,0,0,0,0.26436781609195403,0.2660098522167488,99,1213,1239
51,19973,718.0,0,0,1,1.0573656545680274,0,34395.40463952619,22919.87636888856,718.0,0,0,0,0,0,1,0,0.2649930264993027,0.25620655412115195,231,221,1266
50,72917,516.0,0,0,1,2.4036259297061107,0,37946.60434772795,34887.18906132919,516.0,1,3,0,0,0,0,1,0.25770308123249297,0.2217573221757322,49,546,109
65,41339,407.0,100,1,2,1.9352204600585936,1,21540.091410700417,3941.82824217358,407.0,1,3,1,0,1,1,0,0.24653739612188366,0.25620655412115195,393,1071,711
72,3631,755.0,0,0,1,0.7718553164603442,0,50553.94487,39941.06200814479,755.0,0,0,0,0,0,0,1,0.28593272171253825,0.2669649515287099,383,620,840
40,43760,584.0,1,0,1,1.090529284839898,0,12874.55486670643,7697.381221490718,584.0,1,1,0,0,0,0,0,0.26436781609195403,0.26944757609921083,204,1280,2751
41,3686,462.0,0,0,1,0.9519306314121312,0,46810.47445,33638.20819360806,462.0,1,4,0,1,0,0,0,0.24617524339360222,0.2669649515287099,204,758,299
54,44367,678.0,0,0,1,0.8810672527750414,0,356583.9148112751,16899.19051642215,678.0,0,0,0,1,1,0,1,0.25770308123249297,0.25620655412115195,94,1739,723
52,15991,472.0,30,0,1,2.666582775715763,0,69275.43786338085,38207.329987986326,472.0,1,3,1,0,0,0,0,0.24617524339360222,0.23138297872340424,202,995,1832
61,2929,508.0,108,1,4,1.2938650627836592,0,49640.80791750742,17716.29475227075,508.0,1,4,1,1,1,1,0,0.25770308123249297,0.2669649515287099,83,507,181
57,9723,657.0,0,0,1,0.9199566378169176,0,87934.21275274693,75716.38261439491,657.0,0,0,1,0,0,0,0,0.26436781609195403,0.25905511811023624,201,423,898
39,31453,636.0,0,0,1,1.5163052481070751,0,62915.34288670489,36010.04490871521,636.0,0,0,0,0,0,0,0,0.24617524339360222,0.25620655412115195,87,-12,1678
44,3058,678.0,0,0,1,1.043837992803431,0,72408.21584,64282.82507789467,678.0,0,3,1,0,0,1,1,0.24617524339360222,0.25905511811023624,399,641,2554
52,8146,626.0,0,0,1,1.1202950217279353,0,55560.90574614436,42529.08901327098,626.0,0,0,0,1,0,0,0,0.2411674347158218,0.2669649515287099,390,659,298
18,3749,652.0,45,0,4,1.0614036883183808,0,45368.66614295908,33341.63362,652.0,0,0,0,1,0,0,0,0.25770308123249297,0.2669649515287099,259,244,2568
52,8514,699.0,0,0,1,1.493270971521519,0,23833.64282130942,18847.579326871684,699.0,0,0,0,0,0,0,0,0.26406926406926406,0.2669649515287099,311,719,-136
54,44904,450.0,97,0,2,2.833616407037652,1,930.5165291451264,518.2200605933194,450.0,1,4,1,1,1,0,0,0.25770308123249297,0.25620655412115195,301,116,1820
64,39020,600.0,14,0,1,1.5447560917468115,0,45396.889799789526,32951.44824805716,600.0,0,0,0,0,0,0,1,0.26436781609195403,0.25620655412115195,49,106,721
31,7187,730.0,0,0,1,0.9003544860741867,1,85529.48139,42862.844296953685,730.0,0,0,0,1,0,0,0,0.24617524339360222,0.2669649515287099,93,413,2939
20,54435,605.0,0,0,1,1.1066662911783136,0,12089.712713669918,9399.074345986235,605.0,0,0,0,0,0,0,0,0.28593272171253825,0.27217125382262997,185,1559,-39
18,7578,474.0,0,0,1,0.5485957101944637,0,13899.152881647184,12363.299766259284,474.0,1,4,1,1,1,0,0,0.2851123595505618,0.25905511811023624,341,1075,2575
22,33062,494.0,0,0,1,1.4328439660390844,0,70596.21671147144,49359.15592294633,494.0,1,4,0,0,0,0,0,0.26406926406926406,0.26944757609921083,177,581,1343
43,45743,712.0,0,0,1,1.059562045704744,0,17194.348111070525,11590.431465204478,712.0,0,0,0,1,0,1,0,0.24653739612188366,0.25620655412115195,244,1517,3315
72,16699,658.0,0,0,1,0.8891724492927455,1,51654.10375124826,35177.447512065824,658.0,0,0,1,0,1,0,0,0.28593272171253825,0.27217125382262997,371,142,-198
31,21757,587.0,0,0,1,1.0873311216326955,0,28006.89396956,18409.24121828213,587.0,0,2,0,0,0,0,1,0.2548476454293629,0.23138297872340424,190,-151,1931
56,4122,760.0,0,0,1,1.5226681665257282,0,63335.65871396928,39090.54396057453,760.0,0,0,1,0,1,0,0,0.26406926406926406,0.2617283950617284,112,711,2913
